mineral_name,mineral_id,max_age_locality,min_age_locality,mindat_id,locality_longname,age_type
Magnetite,2965,4,2.5,248179,"Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,10225,"Otway Ni Deposit, Nullagine, East Pilbara Shire, Western Australia, Australia",B
Magnetite,2965,4,2.5,206050,"Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,109691,"Freddie Well Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,109697,"Pincher Well (Pincher Hill) Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,109676,"Scuddles Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Magnetite,2965,4,2.5,14867,"Little Long Lac Mine, Errington Township, Thunder Bay District, Ontario, Canada",O
Magnetite,2965,4,2.5,244258,"Willroy Mine, Gemmell Township, Thunder Bay District, Ontario, Canada",O
Magnetite,2965,4,2.5,256855,"Beattie-Donchester Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,8598,"Beattie Mine, Duparquet, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,256860,"Duvan Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,256856,"Hunter Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,194599,"Normetal Mine (Abana Mine), Normetal, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,230484,"Roquemaure Jasper Occurrence, Roquemaure, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,244584,"Aldermac Mine, Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,9832,"Amulet Mine (Waite Amulet Mine), Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Magnetite,2965,4,2.5,186826,"Isle-Dieu Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Magnetite,2965,4,2.5,186827,"Orchan Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Magnetite,2965,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Magnetite,2965,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Magnetite,2965,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Magnetite,2965,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Marcasite,3023,4,2.5,194599,"Normetal Mine (Abana Mine), Normetal, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Marcasite,3023,4,2.5,207911,"Selbaie Mine (Detour Mine), Baie-James, Nord-du-Québec, Québec, Canada",O
Pentlandite,3576,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Pentlandite,3576,4,0,10225,"Otway Ni Deposit, Nullagine, East Pilbara Shire, Western Australia, Australia",O
Pentlandite,3576,4,2.5,122905,"Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pentlandite,3576,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pentlandite,3576,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Pentlandite,3576,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Pigeonite,3638,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Pigeonite,3638,4.563,0.021,252448,"Haverö Meteorite, Nauvo, Pargas, Southwest Finland, Finland",O
Pigeonite,3638,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Pigeonite,3638,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Plumbojarosite,3663,4,2.5,267325,"Penny West Gold Mine, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,122925,"Bridget Northeast Prospect, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,122924,"Copper Gorge Prospect, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,122926,"Lennon's Find Zinc-lead-copper Prospects, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,273986,"Black And White Gold Mine, Yandicoogina Goldfield, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,273990,"Eastern Gold Mine, Yandicoogina Goldfield, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,274276,"Lightning Ridge Cu-Mo Prospect, Yandicoogina Goldfield, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,274021,"Uncle Tom Gold Mine, Yandicoogina Goldfield, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,206053,"Bernts Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,206052,"Kangaroo Caves Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,206054,"Sulphur Springs Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,109691,"Freddie Well Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,267325,"Penny West Gold Mine, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,109697,"Pincher Well (Pincher Hill) Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,109676,"Scuddles Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrite,3741,4,2.5,254752,"Pater Mine, Spragge Township, Algoma District, Ontario, Canada",O
Pyrite,3741,4,2.5,203666,"Genex Mine (Mordey), Godfrey Township, Timmins Area, Cochrane District, Ontario, Canada",O
Pyrite,3741,4,2.5,203667,"Steep Lake Prospect (Rusk; Phillips O'Neill; McKinnon-Pedskalny; Consolidated Brewis), Godfrey Township, Timmins Area, Cochrane District, Ontario, Canada",O
Pyrite,3741,4,2.5,255064,"Delnite Mine, Deloro Township, Porcupine Mining District, Timmins Area, Cochrane District, Ontario, Canada",O
Pyrite,3741,4,2.5,14867,"Little Long Lac Mine, Errington Township, Thunder Bay District, Ontario, Canada",O
Pyrite,3741,4,2.5,244258,"Willroy Mine, Gemmell Township, Thunder Bay District, Ontario, Canada",O
Pyrite,3741,4,2.5,256957,"LaRonde Mine (LaRonde Penna Deposit; Penna Shaft), Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256998,"Trinity Mine, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256855,"Beattie-Donchester Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256854,"Central Duparquet Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,8598,"Beattie Mine, Duparquet, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256860,"Duvan Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256856,"Hunter Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,256857,"Lyndhurst Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,194599,"Normetal Mine (Abana Mine), Normetal, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,230484,"Roquemaure Jasper Occurrence, Roquemaure, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,257036,"Louvem Mine, Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,257043,"Manitou-Barvue Mine (Golden Manitou Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,257044,"Raiville Mine (Dunraine Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,22946,"Sigma Mine (Sigma No. 1 Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,244584,"Aldermac Mine, Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,9832,"Amulet Mine (Waite Amulet Mine), Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,232669,"Gallen Deposit (West MacDonald Deposit), Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrite,3741,4,2.5,207909,"Mines De Poirier, Baie-James, Nord-du-Québec, Québec, Canada",O
Pyrite,3741,4,2.5,207911,"Selbaie Mine (Detour Mine), Baie-James, Nord-du-Québec, Québec, Canada",O
Pyrite,3741,4,2.5,186826,"Isle-Dieu Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrite,3741,4,2.5,186820,"Norita Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrite,3741,4,2.5,186827,"Orchan Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrite,3741,4,2.5,36825,"Jardine Mine (Mineral Hill Mine), Jardine Mining District (Sheepeater Mining District; Bear Gulch Mining District), Park Co., Montana, USA",O
Pyrrhotite,3754,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Pyrrhotite,3754,4,2.5,206053,"Bernts Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,206052,"Kangaroo Caves Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,206054,"Sulphur Springs Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109691,"Freddie Well Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109697,"Pincher Well (Pincher Hill) Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109676,"Scuddles Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,254752,"Pater Mine, Spragge Township, Algoma District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,203667,"Steep Lake Prospect (Rusk; Phillips O'Neill; McKinnon-Pedskalny; Consolidated Brewis), Godfrey Township, Timmins Area, Cochrane District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,244258,"Willroy Mine, Gemmell Township, Thunder Bay District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,256957,"LaRonde Mine (LaRonde Penna Deposit; Penna Shaft), Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256998,"Trinity Mine, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256860,"Duvan Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256857,"Lyndhurst Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,194599,"Normetal Mine (Abana Mine), Normetal, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,257044,"Raiville Mine (Dunraine Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,22946,"Sigma Mine (Sigma No. 1 Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,244584,"Aldermac Mine, Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,9832,"Amulet Mine (Waite Amulet Mine), Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,207909,"Mines De Poirier, Baie-James, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186826,"Isle-Dieu Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186820,"Norita Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186827,"Orchan Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Pyrrhotite,3754,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Pyrrhotite,3754,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Pyrrhotite,3754,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Pyrrhotite,3754,4,2.5,36825,"Jardine Mine (Mineral Hill Mine), Jardine Mining District (Sheepeater Mining District; Bear Gulch Mining District), Park Co., Montana, USA",O
Pyrrhotite,3754,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Pyrrhotite,3754,4,2.5,206053,"Bernts Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,206052,"Kangaroo Caves Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,206054,"Sulphur Springs Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109691,"Freddie Well Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109697,"Pincher Well (Pincher Hill) Prospect, Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,109676,"Scuddles Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Pyrrhotite,3754,4,2.5,254752,"Pater Mine, Spragge Township, Algoma District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,203667,"Steep Lake Prospect (Rusk; Phillips O'Neill; McKinnon-Pedskalny; Consolidated Brewis), Godfrey Township, Timmins Area, Cochrane District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,244258,"Willroy Mine, Gemmell Township, Thunder Bay District, Ontario, Canada",O
Pyrrhotite,3754,4,2.5,256957,"LaRonde Mine (LaRonde Penna Deposit; Penna Shaft), Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256998,"Trinity Mine, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256860,"Duvan Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,256857,"Lyndhurst Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,194599,"Normetal Mine (Abana Mine), Normetal, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,257044,"Raiville Mine (Dunraine Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,22946,"Sigma Mine (Sigma No. 1 Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,244584,"Aldermac Mine, Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,9832,"Amulet Mine (Waite Amulet Mine), Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Pyrrhotite,3754,4,2.5,207909,"Mines De Poirier, Baie-James, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186826,"Isle-Dieu Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186820,"Norita Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4,2.5,186827,"Orchan Mine, Matagami, Nord-du-Québec, Québec, Canada",O
Pyrrhotite,3754,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Pyrrhotite,3754,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Pyrrhotite,3754,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Pyrrhotite,3754,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Pyrrhotite,3754,4,2.5,36825,"Jardine Mine (Mineral Hill Mine), Jardine Mining District (Sheepeater Mining District; Bear Gulch Mining District), Park Co., Montana, USA",O
Reevesite,3811,4,0,10225,"Otway Ni Deposit, Nullagine, East Pilbara Shire, Western Australia, Australia",O
Reevesite,3811,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Rhonite,3841,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Rhonite,3841,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Roaldite,3857,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Schorl,3999,4,2.5,122926,"Lennon's Find Zinc-lead-copper Prospects, Mount Edgar Station, Marble Bar, East Pilbara Shire, Western Australia, Australia",O
Schreibersite,4001,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Schreibersite,4001,4.563,0.021,252448,"Haverö Meteorite, Nauvo, Pargas, Southwest Finland, Finland",O
Schreibersite,4001,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Schreibersite,4001,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Siderite,4073,4,0,10225,"Otway Ni Deposit, Nullagine, East Pilbara Shire, Western Australia, Australia",O
Siderite,4073,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Siderotil,4076,4,2.5,254752,"Pater Mine, Spragge Township, Algoma District, Ontario, Canada",O
Siderotil,4076,4,2.5,256857,"Lyndhurst Mine, Abitibi-Ouest RCM, Abitibi-Témiscamingue, Québec, Canada",O
Siderotil,4076,4,2.5,257036,"Louvem Mine, Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Siderotil,4076,4,2.5,257044,"Raiville Mine (Dunraine Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Stannite,4172,4,2.5,256957,"LaRonde Mine (LaRonde Penna Deposit; Penna Shaft), Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Taenite,4296,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Taenite,4296,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Taenite,4296,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Taenite,4296,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Tennantite-(Fe),4344,4,2.5,206053,"Bernts Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Tennantite-(Fe),4344,4,2.5,206052,"Kangaroo Caves Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Tennantite-(Fe),4344,4,2.5,206054,"Sulphur Springs Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia",O
Tennantite-(Fe),4344,4,2.5,109677,"Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia",O
Tennantite-(Fe),4344,4,2.5,256957,"LaRonde Mine (LaRonde Penna Deposit; Penna Shaft), Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada",O
Tennantite-(Fe),4344,4,2.5,257043,"Manitou-Barvue Mine (Golden Manitou Mine), Val D'Or, La Vallée-de-l'Or RCM, Abitibi-Témiscamingue, Québec, Canada",O
Tetrataenite,4363,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Tetrataenite,4363,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Tochilinite,4419,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Tochilinite,4419,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Tremolite,4442,4,2.5,244584,"Aldermac Mine, Rouyn-Noranda TE, Abitibi-Témiscamingue, Québec, Canada",O
Trevorite,4443,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Troilite,4460,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Troilite,4460,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Troilite,4460,4.563,0.021,252448,"Haverö Meteorite, Nauvo, Pargas, Southwest Finland, Finland",O
Troilite,4460,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Troilite,4460,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
Troilite,4460,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Violarite,4606,4,2.5,122905,"Youangarra Goldfield (Curran's Find), Sandstone Shire, Western Australia, Australia",O
Wairauite,4643,4.33,4.01,156631,"Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China",O
Wairauite,4643,4.5685,4.5663,31212,"Efremovka Meteorite, Pavlodar, Pavlodar Region, Kazakhstan",O
Wustite,4730,4.62,4.48,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",O
Hexamolybdenum,5630,4.7,0,126090,"Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia",O
Hexamolybdenum,5630,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",B
Hibonite-(Fe),5754,4.567609999999999,4.56565,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",O
